Ensembl_id,HGNC_symbol,T-statistic,P-value,Adjusted P-value
ENSG00000170390,DCLK2,8.210331063624784,6.424237825836887e-14,7.260775269345143e-12
ENSG00000165124,SVEP1,8.174126231453908,6.541776238227674e-14,7.367118616670737e-12
ENSG00000121440,PDZRN3,8.159491150388218,6.613598069859394e-14,7.421401834106505e-12
ENSG00000122824,NUDT10,8.180010638314322,6.782484489993207e-14,7.583831411942583e-12
ENSG00000254535,PABPC4L,8.271319003542166,6.88805380164925e-14,7.67456207261771e-12
ENSG00000116194,ANGPTL1,8.154723351792372,7.033085734214737e-14,7.808464797492122e-12
ENSG00000095637,SORBS1,8.152520325411391,7.065461696367609e-14,7.816788961263038e-12
ENSG00000169946,ZFPM2,8.215246192979698,7.30040445638637e-14,8.04837571998806e-12
ENSG00000167994,RAB3IL1,8.252957292447423,7.401587435904225e-14,8.103061924603162e-12
ENSG00000139971,ARMH4,8.17748996350268,7.387070690510278e-14,8.103061924603162e-12
ENSG00000133142,TCEAL4,8.255687680079175,7.593303077713374e-14,8.2840827326998e-12
ENSG00000180660,MAB21L1,8.249952871829052,7.699872173260868e-14,8.371072789409947e-12
ENSG00000178033,CALHM5,8.217764832645809,7.740840007617301e-14,8.371072789409947e-12
ENSG00000138758,SEPTIN11,8.145321605867382,7.752966841878723e-14,8.371072789409947e-12
ENSG00000143387,CTSK,8.18107730891541,8.017050487215525e-14,8.626565969462733e-12
ENSG00000197959,DNM3,8.139095377803372,8.137269359992425e-14,8.696360656155171e-12
ENSG00000111961,SASH1,8.154830685804532,8.113225283273321e-14,8.696360656155171e-12
ENSG00000165757,JCAD,8.240861808425663,8.281821857190724e-14,8.795525590908613e-12
ENSG00000113205,PCDHB3,8.178982036808332,8.286045750824155e-14,8.795525590908613e-12
ENSG00000144843,ADPRH,8.147290169519813,8.556601139552123e-14,9.02495029311247e-12
ENSG00000171791,BCL2,8.131319976367587,8.559628221984456e-14,9.02495029311247e-12
ENSG00000103544,VPS35L,8.310439651794223,8.624639049649966e-14,9.03287196466673e-12
ENSG00000022267,FHL1,8.109709102627113,8.616539608868784e-14,9.03287196466673e-12
ENSG00000112531,QKI,8.179321316174743,8.876677383427842e-14,9.265953600907069e-12
